מ  14390050326    0050326ILSקניות 114390          502-0   205-2   200037               5488.14      987.86     6476.00        0.00        0.00        0.00        0.00        0.00
מ  27930100226    0100226ILSקניות 4427930         502-0   205-2   200087                484.78       87.22      572.00        0.00        0.00        0.00        0.00        0.00
